@relation day-of-week-./data/bris.dev

@attribute F0 {Brisbane}
@attribute F1 numeric
@attribute F2 numeric
@attribute F3 numeric
@attribute F4 numeric
@attribute F5 numeric
@attribute F6 numeric
@attribute F7 numeric
@attribute F8 numeric
@attribute F9 numeric
@attribute F10 numeric
@attribute F11 numeric
@attribute F12 numeric
@attribute F13 numeric
@attribute F14 numeric
@attribute F15 numeric
@attribute F16 numeric
@attribute F17 numeric
@attribute F18 numeric
@attribute F19 numeric
@attribute F20 numeric
@attribute F21 {Sat,Fri,Sun,Thu,Wed,Tue,Mon}

@data
Brisbane,1992,11,10,0,14,31,23.7,7.2,9000,22000,17125,9900,40000,17890.9,0,11,4.9,1003.6,1007.7,1005.8,Sat
Brisbane,1992,12,29,0,23.9,30,26.6,7.2,540,22000,15294.5,9000,30000,16209,20,23.1,22.2,1008.6,1014.7,1011.2,Sat
Brisbane,1993,1,5,34.5,20,28,23.2,7.7,300,22000,5279.5,2000,40000,16786.1,18,20.2,19.4,1009.9,1012.3,1011.1,Sat
Brisbane,1993,3,30,0,16,29,21.7,4.1,22000,22000,22000,9900,50000,22774.6,2,14.2,10.5,1011.9,1018.6,1015.4,Sat
Brisbane,1993,4,6,0,15.4,27,22,7.2,22000,22000,22000,9900,50000,19354,13,18,16.3,1014.4,1020.5,1016.5,Fri
Brisbane,1993,7,6,0,13.7,16.6,15.2,2.6,1200,1200,1200,9000,15000,11559,12.8,13.3,13.1,1022,1023.2,1022.6,Thu
Brisbane,1993,8,24,?,14,23,17.7,6.2,1200,22000,14237.5,6000,30000,16030.9,7.6,14.1,10.7,1022.8,1025.8,1024.3,Tue
Brisbane,1994,1,18,?,25.6,29.5,27.6,6.2,900,22000,9628.6,12000,30000,22428.6,22.5,24.5,23.5,1009.4,1011.8,1010.7,Fri
Brisbane,1994,2,1,5,21.6,26.5,23.9,4.6,3600,3600,3600,10000,30000,25000,19.2,21.3,20.4,1014.7,1018.7,1016.5,Thu
Brisbane,1994,3,1,24,21.3,23,21.8,4.1,120,3600,1871.2,6000,15000,10000,20.4,21.6,20.9,1009.1,1011.8,1010.5,Thu
Brisbane,1994,3,22,?,17.3,24.4,20.7,6.7,900,22000,6625,15000,40000,29375,13.4,17.8,16.3,1022.7,1024.9,1024,Tue
Brisbane,1994,9,13,6,13,23,18,7.7,1200,22000,19588.2,9900,40000,17602.3,12.8,17,14.6,1014.1,1019.4,1015.8,Sat
Brisbane,1994,10,18,0,18,26,21.6,7.2,660,22000,13507.3,9900,40000,15765.7,14,19,15.9,1013.3,1018.5,1016.6,Sat
Brisbane,1994,12,27,0,20,29.6,24.9,6.7,22000,22000,22000,200,40000,20225.2,17.8,21.1,20.3,1012.5,1019.6,1015.8,Fri
Brisbane,1995,7,11,0,11,23,16.4,6.7,9000,22000,18750,9900,35000,18494.2,0.1,12,4,1007.6,1012.3,1009.6,Sat
Brisbane,1995,10,3,2.5,12,23,17.6,7.7,3600,22000,9847.4,5000,40000,17793.5,5,17,10.6,1008.6,1014.4,1011.2,Sat
Brisbane,1995,11,7,?,15,28,23.3,7.7,22000,22000,22000,9900,40000,18160,13,22,19,1007.6,1013.7,1010.4,Fri
Brisbane,1995,12,26,0,17,24.8,21.4,5.1,1050,22000,20184.8,11265,40000,21259.8,13,16.5,15.1,1016.4,1019.4,1017.6,Sat
Brisbane,1996,1,30,0,25,31.7,28.1,8.7,330,22000,16322.6,9900,30000,15425.2,22,26,24,1001.5,1005.6,1003.8,Sat
Brisbane,1996,5,7,9,18,23,20.6,4.1,30,22000,14583.9,300,30000,11235.4,17,21.8,19.4,1017.2,1021.7,1018.8,Sat
Brisbane,1996,11,5,7.5,16,24.2,19.4,10.3,1200,22000,5637.5,8000,40000,17249,13.8,17.1,15.6,1009.6,1013.3,1011.4,Sat
Brisbane,1996,11,19,6.6,19,25,21.7,7.7,900,22000,12071.7,8000,30000,16291.7,13,17.2,15.1,1014.4,1017.7,1016.3,Sat
Brisbane,1996,12,3,?,19.2,32.9,26,6.7,1350,22000,8680.6,4000,25000,12527.9,18.1,25,21.6,1004.8,1011.3,1007.7,Wed
Brisbane,1997,1,7,0,20.6,27.7,24.3,7.7,1500,22000,19722.2,9900,35000,17919.6,14.9,20,18.1,1005,1009.6,1006.7,Sat
Brisbane,1997,4,22,0,14,25,19.3,5.1,22000,22000,22000,9900,40000,17528.5,12.4,15,14.1,1025.2,1029.6,1027.2,Thu
Brisbane,1997,10,7,2115.9,16.1,22,19,9.8,360,22000,7005,4000,30000,10776.3,15.8,19,16.9,1013.3,1020.5,1016,Tue
Brisbane,1997,10,14,0,17,22.6,19.6,5.1,1500,22000,8533.3,11265,30000,17301.7,10,14.3,12.2,1017.4,1023.5,1019.6,Thu
Brisbane,1997,11,18,9,20,23.4,21.1,4.6,210,22000,3544.7,11265,40000,17434.4,16.8,21,18.1,1012.6,1018.4,1015.6,Thu
Brisbane,1997,12,9,22,21.4,27.2,24.8,6.7,540,8400,3761.4,4000,25000,13497.4,19.7,23.1,22.2,1011.3,1016.4,1013.1,Thu
Brisbane,1998,2,10,?,22,27.2,24.2,7.2,900,3600,3182.6,5000,35000,13422.2,21,23,21.9,1016.4,1020.5,1018,Thu
Brisbane,1998,4,28,2.1,18.2,20.8,19.3,3.6,750,1200,1143.8,3000,30000,21625,16.4,18,17.4,1021.2,1023,1022.2,Thu
Brisbane,1998,5,19,0,16,23,19.9,8.2,1800,22000,16407.7,9900,40000,21691.7,9.3,14.3,13.1,1006.6,1012.1,1009.4,Sat
Brisbane,1998,6,9,0,10,21.1,14,4.6,22000,22000,22000,9900,40000,21605.6,6,10.5,8.7,1016.3,1020.5,1017.5,Fri
Brisbane,1998,6,16,2.1,13,19,15.5,5.1,1200,3900,2540,2400,40000,17836.4,7,14.2,11.3,1016.4,1020.7,1018.8,Thu
Brisbane,1998,7,28,1001.9,11.2,23.4,14.7,11.3,750,22000,12143.8,10000,40000,31250,0.2,14.4,5.9,1008.6,1015.3,1012,Sun
Brisbane,1999,2,16,0,23,30,26.2,6.7,7500,22000,18847.8,11265,35000,16967,21,23.1,22.7,1004.8,1009,1006.9,Sat
Brisbane,1999,2,23,0,19,28.2,23.1,5.7,1500,22000,17777.3,9900,40000,18475.6,15,19,17,1007.3,1010,1008.5,Sat
Brisbane,1999,3,23,2,18,26,21.9,7.7,1050,22000,7966,9900,35000,16605.6,14.7,19,16,1018.9,1022.3,1020.6,Thu
Brisbane,1999,9,21,0,12.3,20.2,16.4,5.7,1200,22000,14194.4,9900,40000,18381,9.9,14,11.9,1024.8,1028.3,1026.2,Tue
Brisbane,1999,9,28,6,15.7,22.2,19.9,7.7,750,22000,15882.1,4000,30000,14760,13,17.5,15,1025.8,1028.8,1027.3,Tue
Brisbane,1999,10,19,6.8,17,26.5,21.3,9.3,900,22000,13968.2,8000,35000,16651.3,15,20.1,17.7,1011,1015.3,1013.5,Sat
Brisbane,1999,12,28,6.1,20,25.1,21.4,5.1,540,22000,4027.5,7000,40000,16924.2,18,20.1,19.2,1002,1004.4,1003,Mon
Brisbane,2000,2,8,0.1,21.4,28,24.5,7.2,1800,22000,12145.5,11265,30000,15445.2,14.6,19.5,18,1020.9,1024.4,1022.5,Thu
Brisbane,2000,3,14,0,20.2,28,23.9,5.1,810,22000,18821.5,9900,40000,17437,18.4,20.3,19.4,1014.5,1017.4,1015.9,Sat
Brisbane,2000,8,8,1.1,11,21,15.5,4.1,1080,22000,17656.4,9900,30000,15524.1,11,15.2,13.3,1018.9,1024.3,1020.8,Tue
Brisbane,2000,10,3,0,13,24,19.5,7.7,1200,22000,19163.6,8000,20000,13104.8,11,14.5,12.9,1018.9,1024.1,1021.2,Tue
Brisbane,2000,10,17,0.8,17.1,23.6,20.5,6.7,1200,22000,17927.3,11265,30000,16714.1,11,16,13.8,1018.2,1022.3,1020.1,Thu
Brisbane,2000,11,28,0,16,27.2,22.3,5.7,22000,22000,22000,9900,30000,16023.4,13,18.5,16.3,1011.8,1014,1012.9,Fri
Brisbane,2000,12,19,0,21,28,24.3,6.7,1050,22000,20560.4,11265,40000,20426.7,14.4,17.8,16.9,1011.9,1015.5,1013.9,Sat
Brisbane,2001,2,6,1.2,21,28.3,24.6,5.7,1200,22000,12313,11265,30000,16912,17.1,19.4,18.5,1015.6,1017.8,1016.6,Sat
Brisbane,2001,2,20,0,17,27,22.5,6.2,1500,22000,18608.3,11265,40000,18135,15.4,18.5,17.2,1010.8,1015.5,1013,Sat
Brisbane,2001,4,10,1.4,18.2,26.4,21.8,7.7,900,22000,8192.7,9900,40000,17283,15.6,18.3,17.2,1016.4,1020,1017.8,Sat
Brisbane,2001,12,25,0,23,35.7,29.5,8.7,4200,22000,19033.3,9900,40000,17741.5,15,25.3,21.9,1000.8,1006.1,1002.6,Sat
Brisbane,2002,2,19,1.4,21.5,27.5,24.9,4.6,1110,22000,7659.2,11265,40000,20010,18.4,21.1,19.7,1012.6,1015.7,1014,Sat
Brisbane,2002,3,12,0,18,28.3,24,4.6,22000,22000,22000,11265,40000,21714.1,14.3,20,17.5,1015.9,1021.1,1018.7,Sat
Brisbane,2002,5,21,0,10.8,23,16.8,12.3,22000,22000,22000,9900,40000,19532,2,8.2,5.4,1011.8,1016,1014.2,Sat
Brisbane,2002,7,16,0,7.7,21,13.3,5.1,2400,22000,20911.1,9900,40000,16750.4,5.4,12.5,8.6,1021.2,1024.2,1022.6,Tue
Brisbane,2002,8,6,0,8.1,22,14.9,5.7,5700,22000,17110,9900,40000,16663.9,1.8,13,9.4,1017.3,1022.9,1018.9,Thu
Brisbane,2002,8,20,18.7,13.4,16.2,14.4,4.6,120,22000,1789.3,1500,30000,11764.8,11.9,16,13.2,1021.5,1025.6,1023.4,Tue
Brisbane,2002,9,17,1,10.2,24,16.6,11.8,1500,22000,16518.2,9900,50000,19132.6,2.3,16.3,9.2,1009.4,1015.9,1013.4,Sat
Brisbane,2002,10,22,0,21,26.5,23.6,9.3,570,22000,13503,11265,25000,13053.9,15.6,20.3,17.9,1002.6,1013,1006.5,Sat
Brisbane,2002,12,10,98,18,28.5,22.2,22.1,360,22000,13291.4,200,40000,11548.7,14,24.4,19.6,1005.4,1011.7,1009.3,Sat
Brisbane,2003,1,14,0,20.2,27,23.7,8.7,1500,22000,19037,7000,30000,13200.8,13,17,15.3,1012,1015.7,1014.3,Sat
Brisbane,2003,1,28,0,24,29,25.9,5.7,1110,22000,13909.1,9900,30000,17386.1,14.9,20.1,18.3,1013.5,1016.8,1015.6,Sat
Brisbane,2003,10,28,1.6,22.6,32,24.6,11.8,600,22000,15109.6,6000,25000,11565.9,5,22,19.8,1000.4,1010.9,1004.4,Sat
Brisbane,2003,11,11,0,16,25.2,21.4,6.7,22000,22000,22000,11265,30000,16312.7,15,18.2,16.2,1017,1020.2,1018.4,Fri
Brisbane,2004,3,30,0,17,27,22.1,6.2,22000,22000,22000,9900,30000,16600.6,13.6,18,16.4,1016.6,1020,1018,Fri
Brisbane,2004,6,29,0,3.7,24,12.6,5.7,22000,22000,22000,9900,40000,17641.7,0,5,2.4,1017.6,1023.1,1019.9,Thu
Brisbane,2004,8,24,0,8.5,23,14.5,5.7,22000,22000,22000,8000,25000,12391.9,8,14,10.9,1021,1025.3,1023.3,Thu
Brisbane,2004,9,7,0,16.4,22.8,19.7,6.7,600,22000,14159.6,11265,40000,17510,13,17.3,15.4,1018.1,1023.1,1020,Thu
Brisbane,2005,4,5,28.7,20,25.6,22,8.2,300,22000,1487.5,2000,30000,10616.9,17.5,20,19.1,1019.4,1023.9,1021.4,Thu
Brisbane,2005,10,25,?,20.6,26,23.4,13.4,300,22000,5859.4,9000,20000,12257.8,19,22,20,1008.9,1015.4,1012.2,Sat
Brisbane,2005,12,20,0,19,28,24.3,6.2,22000,22000,22000,9900,40000,14960.3,14,20.2,17.4,1014.7,1018.9,1016.8,Fri
Brisbane,2006,1,3,22.6,24,30.1,27.1,10.8,390,22000,8935.1,2000,20000,10363.9,21,24,22.6,1007.5,1013,1010.7,Sat
Brisbane,2006,1,31,0,22,30,25.8,7.7,22000,22000,22000,9900,40000,15300.3,19,22,20.5,1006,1009.5,1007.6,Fri
Brisbane,2006,2,14,8.1,23.9,31.1,27,6.2,450,22000,15970,4000,30000,12133.5,18.9,24,22.1,1015.4,1018.7,1017,Sat
Brisbane,2006,3,21,0,21.8,27,23.6,7.7,1050,5100,2782.8,11265,20000,12326.3,13.9,19,16.1,1015.5,1019.6,1017.8,Thu
Brisbane,2006,4,11,0,14.7,25.4,20.1,5.1,22000,22000,22000,9900,30000,13553.9,12,15,13.5,1016.4,1020,1017.7,Fri
Brisbane,2006,4,25,0,12,24,18.2,6.7,7200,22000,17731.2,9900,40000,13667.3,11,14,12.4,1017.2,1021,1019.4,Sat
Brisbane,2006,8,22,0,8.6,24,16.6,7.2,22000,22000,22000,9900,30000,11265.2,6,16,11,1014,1019.7,1016.1,Fri
Brisbane,2006,12,12,0,20.5,28,24.3,7.7,750,22000,12780.2,11265,30000,13602.9,14,20,17.8,1017.3,1021.6,1019.9,Sat
Brisbane,2007,1,30,0.3,23,30.2,27,9.3,540,22000,19112.1,11265,25000,13137.5,21,24,22.7,1011.9,1016,1013.8,Sat
Brisbane,2007,2,27,0,24,28,26,5.7,1500,22000,21145.8,9000,25000,12882,18,22.1,21,1012,1014.5,1013.2,Sat
Brisbane,2007,3,27,0,16,26,21.7,7.7,1500,22000,11755.6,9900,35000,14150.4,10,14,13.1,1014.5,1018.6,1016.3,Sat
Brisbane,2007,6,26,49.3,10,16,13.3,8.7,570,22000,9009.3,8000,30000,12115.2,3,15,10.2,1010.6,1016.4,1012.6,Sat
Brisbane,2007,8,7,0,7,21,14.3,5.7,1800,22000,19252.3,9000,20000,11820.9,3.9,11,7.9,1021.8,1025.5,1023.1,Tue
Brisbane,2007,9,25,0,14,24,20.3,8.7,22000,22000,22000,9900,30000,12373.9,12,17.5,14.3,1014,1018.4,1015.6,Sat
Brisbane,2007,10,23,0,17,26,22.2,8.7,5100,22000,21624.4,9900,25000,13341.5,14.4,18,16.3,1011.4,1015.6,1013.7,Sat
Brisbane,2007,10,30,0,21,26.1,24,9.8,1500,22000,19332.6,9000,30000,12220,19,21,20.2,1015.5,1020.7,1018.3,Sat
Brisbane,2007,12,25,0,22.7,27.5,24.4,7.2,1500,22000,5029.2,9000,25000,12986.1,14,18,15.7,1016.8,1020.8,1018.8,Thu
Brisbane,2008,1,1,5.3,21,26,23.2,9.3,540,22000,5130.4,1500,15000,9455.5,18.7,21.3,20,1006.3,1009.8,1008.1,Mon
Brisbane,2008,2,26,105.7,19,25,21.1,4.6,300,4500,1725,3000,25000,9273.5,17,21,19.2,1015.3,1019.7,1017.8,Thu
Brisbane,2008,3,4,0,15,25.2,21.2,6.2,1500,22000,21554.3,9900,30000,13287.9,13,16,14.8,1018.4,1021.8,1020.1,Thu
Brisbane,2008,8,5,0.3,6.8,20,13.8,4.6,2100,22000,20148.8,9900,40000,12458.6,0,10.1,6.3,1015.8,1019.3,1017.5,Thu
Brisbane,2009,1,13,0,17.9,28,23.8,6.7,9000,22000,20645.8,11265,25000,12616.7,14.5,18.1,16.4,1015.3,1017.5,1016.4,Sat
Brisbane,2009,2,10,0.3,22,30,26,9.3,480,7500,3347.9,9900,30000,12739.9,19,24,21.9,1005.1,1010.2,1007,Thu
Brisbane,2009,3,24,0,17,27,22.7,6.2,600,22000,19568.1,9900,35000,13675.1,14,16,15.3,1017,1021.6,1019.1,Sat
Brisbane,2009,6,16,0,8,21,13.7,5.7,22000,22000,22000,9900,40000,14254.3,6,11,8.3,1015.8,1022.3,1019,Fri
Brisbane,2009,11,3,0,18,26.3,22.9,9.3,22000,22000,22000,9900,40000,12223.5,13,19.1,16.4,1014.1,1018.7,1015.8,Sat
Brisbane,2009,11,24,4.1,21,28,24.4,7.7,600,22000,14602.6,3000,20000,11645.5,14.6,20.1,17.9,1019.2,1021.6,1020.5,Thu
Brisbane,2010,2,2,6.5,21.8,28.3,24.6,6.7,810,22000,8224.3,7000,20000,11689.9,17.8,22,20,1007.4,1009.7,1008.3,Thu
Brisbane,2010,5,18,0,10,23.3,16.6,7.7,2400,22000,20171.9,9900,40000,13989.4,7,13,10,1013,1018.1,1015.4,Sat
Brisbane,2010,6,8,0,12.7,20.7,16.1,4.6,840,22000,8896.2,11265,25000,12470.8,11,14.2,12.9,1017.4,1022.1,1019.1,Thu
Brisbane,2010,7,13,0,13,22,17.2,7.2,1800,22000,17784.6,9900,25000,12417.3,12,15,13.4,1017.1,1022.8,1019.2,Thu
Brisbane,2011,1,11,111,24,28,24.6,8.2,120,22000,6666.1,1000,12000,7057.8,22,24,23,1007,1010.7,1008.6,Thu
Brisbane,2011,2,1,4.8,25,29,26.4,6.2,240,22000,8899.7,5000,25000,9947.3,22.8,25,24.3,1014.9,1017.7,1016.4,Thu
Brisbane,2011,8,16,0,10.6,21,15.4,5.7,900,22000,21040.9,9900,30000,13878.4,8,13,10.9,1017.4,1021.7,1019.1,Thu
Brisbane,2011,11,8,0,17.7,26.2,22.3,8.2,22000,22000,22000,11265,30000,13658.3,14,18,16.3,1016.4,1019.8,1018.4,Fri
Brisbane,2011,11,15,0,21,29,24.8,8.7,390,22000,16339.2,9900,25000,12137.1,15.6,21.3,20.1,1014.9,1019.1,1017.1,Sat
Brisbane,2011,11,29,0,22.8,28.5,25.3,7.2,1500,22000,20717,11265,25000,13496.5,18,20,18.8,1015.7,1019.2,1017.1,Sat
Brisbane,2011,12,13,9.9,20,27,23.7,7.2,630,22000,13254.6,8000,35000,13382,17.9,20,18.9,1005.4,1013,1008.9,Sat
Brisbane,2012,4,3,0,17,28,22.8,5.7,22000,22000,22000,11265,30000,13970.8,13.5,18,15.5,1012.5,1016.5,1014.4,Fri
Brisbane,2012,10,2,0.3,14,23,18.6,7.7,840,22000,13764,9900,30000,12065.1,5,11.3,8.7,1025.5,1028.8,1027.2,Tue
Brisbane,1944,10,18,0,12.4,25.7,17.9,11.3,22000,22000,22000,160000,160000,160000,0.4,6.9,3.6,1013,1024,1018.7,Mon
Brisbane,1945,5,2,0,15.7,26.3,20.2,4.6,750,22000,19543.8,4800,160000,134733.3,11.3,17.4,15.8,1011.9,1018,1014.2,Mon
Brisbane,1945,5,23,0,15.7,21.8,18.3,5.1,2100,4200,2875,6400,160000,128533.3,14.6,16.3,15.1,1022.4,1025.7,1024.1,Mon
Brisbane,1945,6,20,0,12.4,22.4,16.7,3.6,3000,22000,13341.7,3200,160000,115400,11.9,16.3,13.8,1021.3,1026.4,1022.9,Mon
Brisbane,1945,10,24,0,14.6,25.2,20.1,5.7,3600,22000,20466.7,12800,32000,22933.3,12.4,15.2,14.4,1022,1025.1,1023.3,Tue
Brisbane,1950,1,11,0,18.9,26.1,23.3,10.3,?,?,?,19000,35000,30428.6,15.6,19.4,17.7,?,?,?,Sat
Brisbane,1950,3,1,19,21.7,26.1,24.1,6.2,?,?,?,19000,19000,19000,20.6,23.3,21.8,?,?,?,Thu
Brisbane,1950,3,29,4,21.7,26.7,23.7,6.2,?,?,?,19000,19000,19000,18.9,21.7,20.5,?,?,?,Thu
Brisbane,1950,5,3,9,16.7,23.9,20,4.1,?,?,?,8000,35000,24285.7,16.1,18.9,17.3,?,?,?,Thu
Brisbane,1950,6,28,0,13.3,18.3,15.3,7.2,?,?,?,35000,35000,35000,5,6.7,5.7,?,?,?,Sat
Brisbane,1950,8,2,0.3,8.3,21.7,15.4,10.3,?,?,?,19000,35000,28142.9,4.4,8.9,5.7,?,?,?,Sat
Brisbane,1950,8,23,0,10.6,20.6,15.7,5.1,?,?,?,19000,35000,30428.6,8.9,11.1,10,?,?,?,Thu
Brisbane,1950,10,18,0,17.8,22.2,20.2,10.3,?,?,?,8000,35000,23857.1,13.9,18.3,16,?,?,?,Sat
Brisbane,1950,11,1,1,17.8,31.1,23.7,7.2,?,?,?,19000,35000,32333.3,3.3,15,9.4,?,?,?,Sat
Brisbane,1950,12,6,2,18.9,25.6,22.5,6.2,?,?,?,19000,35000,28142.9,17.2,18.9,18,?,?,?,Thu
Brisbane,1951,3,28,0,18.3,25.6,22.1,7.2,?,?,?,24000,40000,34857.1,14.4,17.2,15.7,?,?,?,Sat
Brisbane,1951,10,3,0,17.8,26.7,22.1,9.3,?,?,?,9000,16000,12857.1,12.8,18.3,16.2,?,?,?,Thu
Brisbane,1952,1,16,0,23.3,28.9,25.9,5.1,?,?,?,19000,30000,24142.9,18.3,21.1,20.2,?,?,?,Sat
Brisbane,1952,4,2,0,18.3,26.1,22.5,8.2,?,?,?,24000,30000,28285.7,15,17.2,16.4,?,?,?,Sat
Brisbane,1952,5,28,0,8.3,21.1,13.8,3.1,?,?,?,6000,40000,22285.7,2.8,8.9,6.3,?,?,?,Thu
Brisbane,1952,8,20,2,13.9,21.1,17.3,3.6,?,?,?,16000,45000,26714.3,13.3,16.7,14.8,?,?,?,Sat
Brisbane,1953,5,27,0,10.6,22.2,15.6,5.1,?,?,?,10000,40000,22250,3.9,9.4,7.4,?,?,?,Thu
Brisbane,1953,7,29,0,11.1,20.6,14.9,7.2,?,?,?,16000,40000,26500,6.7,10,8.3,?,?,?,Thu
Brisbane,1953,9,9,2,16.7,22.8,19.7,5.1,?,?,?,3200,20000,16400,14.4,17.2,16.2,?,?,?,Thu
Brisbane,1954,2,3,0,22.8,30.6,25.4,6.2,?,?,?,16000,40000,22000,10,21.1,16.8,?,?,?,Sat
Brisbane,1954,3,3,52,20.6,26.7,23.3,5.1,?,?,?,12000,20000,18857.1,17.8,22.8,20,?,?,?,Thu
Brisbane,1954,3,17,0,22.2,30.6,25.8,6.2,?,?,?,9000,40000,21125,19.4,22.8,21.5,?,?,?,Sat
Brisbane,1954,3,24,0,21.1,28.3,24.7,5.1,?,?,?,9000,20000,18125,17.8,19.4,18.5,?,?,?,Thu
Brisbane,1954,7,14,56,12.8,22.2,17.5,3.1,?,?,?,16000,20000,18000,11.7,15,13.8,?,?,?,Tue
Brisbane,1954,7,21,0,7.8,18.9,12.8,3.6,?,?,?,8000,40000,23500,1.7,8.3,6,?,?,?,Thu
Brisbane,1954,11,24,0.3,16.7,26.1,20.8,10.3,?,?,?,20000,40000,37500,10.6,12.8,11.5,?,?,?,Sat
Brisbane,1954,12,1,0.3,18.9,27.2,22.9,6.2,?,?,?,20000,20000,20000,15,16.7,15.8,?,?,?,Thu
Brisbane,1954,12,22,0,18.9,27.2,22.5,5.7,?,?,?,40000,60000,42500,10,15.6,13.3,?,?,?,Sat
Brisbane,1955,2,16,0,21.7,31.7,26,7.7,?,?,?,24000,45000,33875,13.9,22.8,17.4,?,?,?,Sat
Brisbane,1955,4,27,2,15.6,19.4,17.5,3.1,?,?,?,19000,24000,23375,9.4,14.4,11.6,?,?,?,Tue
Brisbane,1955,5,18,27,8.9,16.1,12.6,13.4,?,?,?,40000,45000,41875,0.6,3.9,2,?,?,?,Sat
Brisbane,1955,6,15,0,14.4,20,16.4,4.1,?,?,?,3200,24000,15275,12.8,16.1,14.5,?,?,?,Thu
Brisbane,1955,8,10,0,11.1,23.3,17,4.6,?,?,?,4000,60000,32625,3.9,10,7.5,?,?,?,Sat
Brisbane,1955,9,7,0,12.8,22.2,17.4,5.1,?,?,?,16000,30000,26875,7.8,11.1,9.5,?,?,?,Thu
Brisbane,1955,10,12,0,13.9,28.9,20.6,4.6,?,?,?,24000,45000,34250,5.6,16.1,12,?,?,?,Sat
Brisbane,1955,12,21,0,23.3,31.1,26.7,6.2,?,?,?,24000,60000,41625,15,22.2,19.9,?,?,?,Sat
Brisbane,1956,1,11,0,21.7,27.2,24.4,7.2,?,?,?,24000,45000,39875,15,18.9,17.1,?,?,?,Sat
Brisbane,1956,2,1,5,20,27.2,23.5,6.2,?,?,?,24000,40000,29500,17.2,19.4,18.2,?,?,?,Sat
Brisbane,1956,2,22,6,22.2,30.6,25.6,4.1,?,?,?,24000,45000,32375,18.9,23.3,22.1,?,?,?,Sat
Brisbane,1956,2,29,0,21.7,29.4,25.2,4.1,?,?,?,24000,30000,27750,20.6,22.8,21.5,?,?,?,Sat
Brisbane,1956,3,7,5,23.9,27.8,26.2,6.2,?,?,?,24000,30000,27000,21.7,23.9,22.5,?,?,?,Sat
Brisbane,1956,4,25,6,17.8,23.9,19.4,5.1,?,?,?,1800,60000,29200,7.8,18.3,15.5,?,?,?,Sat
Brisbane,1956,5,23,0,14.4,17.2,15.9,4.1,?,?,?,3200,40000,14000,12.8,15.6,14.2,?,?,?,Thu
Brisbane,1956,7,4,0,10.6,22.8,15.3,3.6,?,?,?,16000,60000,35000,6.7,10.6,8.9,?,?,?,Sat
Brisbane,1956,9,26,0,16.1,24.4,18.9,6.2,?,?,?,9000,16000,13750,8.9,13.9,11.7,?,?,?,Thu
Brisbane,1956,10,17,0,20.6,27.8,23.9,5.1,?,?,?,12000,45000,27875,13.3,20.6,18,?,?,?,Sat
Brisbane,1957,1,30,0.5,17.8,26.7,22.3,8.2,?,?,?,30000,45000,41250,12.8,14.4,13.6,?,?,?,Sat
Brisbane,1957,2,13,1,23.3,29.4,25.7,7.7,?,?,?,24000,40000,28250,20,21.7,20.8,?,?,?,Sat
Brisbane,1957,3,6,0,18.9,27.2,22.7,3.6,?,?,?,30000,60000,48125,15.6,17.8,16.8,?,?,?,Sat
Brisbane,1957,9,25,0,17.2,25,21.2,8.7,?,?,?,16000,35000,25250,14.4,18.3,15.9,?,?,?,Sat
Brisbane,1957,11,27,0,22.2,26.7,23.6,8.2,?,?,?,11000,27000,16875,11.1,13.9,13.1,?,?,?,Thu
Brisbane,1960,2,24,0,21.7,27.2,24.5,4.1,?,?,?,16000,45000,33000,16.7,19.4,18.3,?,?,?,Sat
Brisbane,1960,8,31,0,12.2,22.2,16.9,5.1,?,?,?,6000,35000,23125,10.6,12.2,11.8,?,?,?,Thu
Brisbane,1960,10,5,0,12.8,26.7,20.5,9.3,?,?,?,30000,40000,35000,0,4.4,1.9,?,?,?,Sat
Brisbane,1960,11,30,0,21.1,28.3,24.2,7.7,?,?,?,30000,60000,41250,15.6,18.9,17.2,?,?,?,Sat
Brisbane,1961,1,18,0,18.9,26.1,23,4.6,?,?,?,30000,45000,42500,13.3,16.7,15.4,?,?,?,Sat
Brisbane,1961,2,15,8.6,18.9,23.3,20.8,6.7,?,?,?,16000,40000,25375,17.2,20.6,18.6,?,?,?,Sat
Brisbane,1961,3,15,0,17.8,26.1,22,5.1,?,?,?,35000,60000,41875,14.4,16.7,15.8,?,?,?,Sat
Brisbane,1961,7,5,0,9.4,21.7,16.2,5.7,?,?,?,6000,45000,28125,1.7,10.6,6.8,?,?,?,Thu
Brisbane,1961,7,26,0,8.9,18.9,14.2,9.3,?,?,?,60000,60000,60000,1.7,4.4,2.6,?,?,?,Sat
Brisbane,1961,11,29,2.6,19.4,25,22.2,7.2,?,?,?,16000,45000,28875,17.2,19.4,18.3,?,?,?,Sat
Brisbane,1961,12,13,10.6,22.2,27.2,23.9,5.1,?,?,?,12000,45000,32250,18.3,21.7,20.4,?,?,?,Sat
Brisbane,1962,1,31,0,21.7,28.9,25.4,5.1,?,?,?,12000,45000,33125,18.3,20,19.6,?,?,?,Sat
Brisbane,1962,2,7,3,21.1,28.3,23.5,4.1,?,?,?,30000,45000,35000,20,21.7,20.9,?,?,?,Sat
Brisbane,1962,3,14,10.3,18.3,25.6,21.2,10.3,?,?,?,19000,40000,29375,17.2,18.3,17.7,?,?,?,Sat
Brisbane,1962,4,25,0,15.6,25,19.9,6.2,?,?,?,40000,55000,43750,13.9,16.1,14.4,?,?,?,Sat
Brisbane,1962,5,2,0,11.7,21.7,15.9,8.7,?,?,?,45000,60000,48125,1.1,3.3,2.3,?,?,?,Sat
