@relation day-of-week-./data/bris.dev

@attribute F0 {Brisbane}
@attribute F1 numeric
@attribute F2 numeric
@attribute F3 numeric
@attribute F4 numeric
@attribute F5 numeric
@attribute F6 numeric
@attribute F7 numeric
@attribute F8 numeric
@attribute F9 numeric
@attribute F10 numeric
@attribute F11 numeric
@attribute F12 numeric
@attribute F13 numeric
@attribute F14 numeric
@attribute F15 numeric
@attribute F16 numeric
@attribute F17 numeric
@attribute F18 numeric
@attribute F19 numeric
@attribute F20 numeric
@attribute F21 {Sat,Fri,Sun,Thu,Wed,Tue,Mon}

@data
Brisbane,2003,10,31,38.2,19,25,22.5,8.2,360,22000,11082.9,1500,40000,12330.6,6.7,22,18.3,1004.5,1010.5,1007,Sat
Brisbane,2004,2,27,0,20.8,27,24.2,6.2,1200,22000,17313.6,9900,25000,15559,15,18.2,16.4,1007.3,1012.6,1010.2,Sat
Brisbane,2004,4,2,1.8,21.7,28,24.6,4.6,570,22000,18438.3,5000,25000,14331.3,17.8,21.7,20,1019.6,1024.4,1021.9,Thu
Brisbane,2004,4,30,0,10.8,23,17.1,8.7,22000,22000,22000,9900,40000,20274.6,9,13,10.8,1006.1,1014.8,1010.3,Sat
Brisbane,2004,6,25,0,5,22.9,13.7,7,22000,22000,22000,9900,30000,16600,1.7,10.4,5.3,1013.7,1019.2,1015.8,Fri
Brisbane,2004,8,13,0,14,22.1,17.9,9.8,22000,22000,22000,9900,30000,13475,5.8,13,9.4,1008.5,1019.5,1012,Sat
Brisbane,2004,8,20,0,8,21.9,14.2,6.2,22000,22000,22000,9900,40000,19441.2,5.5,11,8.4,1017.2,1021.9,1019.8,Fri
Brisbane,2004,9,24,0,18.7,25.9,21.8,8.7,750,22000,13650,9900,30000,14477.1,10.8,17,14.9,1011.9,1020.2,1016,Sat
Brisbane,2004,10,1,0,17,25,21.7,13.4,2100,22000,20085,2000,40000,15528.5,8,17.1,13.5,1005.6,1012.7,1008.7,Sat
Brisbane,2005,2,25,0.8,23.2,29.7,26.4,6.7,750,22000,11057.5,11265,30000,16676.7,15,21.5,19.6,1013.9,1017.6,1015.8,Sat
Brisbane,2005,4,29,0,13,24.6,18.9,4.6,1050,22000,18508.3,9900,30000,16524.6,13,16.3,14.8,1017.1,1022.1,1019,Sat
Brisbane,2005,6,24,0,8,19.5,13.1,6.2,930,22000,9019.3,9900,50000,21832.6,2.7,9.6,5.7,1018.2,1024.6,1021.2,Thu
Brisbane,2005,9,2,0,13.6,23.4,17.8,5.7,840,22000,17368.5,9900,40000,15601.1,13,16.3,14.7,1018.6,1023.8,1020.4,Thu
Brisbane,2006,1,13,0,23,29,26.6,7.2,1260,22000,11078.7,11265,35000,14179.2,18.9,23,20.6,1011.7,1014.9,1013.5,Sat
Brisbane,2006,3,10,0,18.7,28,24.2,5.7,5400,22000,20385,11265,30000,13345.8,15,20,18.5,1016.5,1019.6,1018.1,Sat
Brisbane,2006,4,28,0,17,25,21.1,4.6,900,22000,6152.3,11265,25000,12929.2,11,17,15.6,1013.4,1017.2,1014.6,Thu
Brisbane,2006,7,21,2.3,10,20,14.7,6.2,900,22000,16220.9,8000,30000,13874.5,5,13,8.5,1026.6,1030.7,1028.7,Tue
Brisbane,2006,9,8,0,10.8,25,18.2,7.7,1500,22000,20291.7,9900,50000,15186.1,0,7,2.9,1010.3,1017.1,1013.5,Sat
Brisbane,2006,12,29,0,17,26,22.2,5.7,22000,22000,22000,11265,30000,14283.3,14.7,17,15.4,1016.9,1020,1018.6,Fri
Brisbane,2007,2,9,0,20,29,24.8,6.2,22000,22000,22000,11265,30000,14055.3,16.6,19.5,18,1006.9,1010.5,1008.7,Fri
Brisbane,2007,5,11,5,16,25,19.9,6.7,900,22000,11669.6,2000,30000,12133.4,12,18,15.5,1022,1026.5,1024.5,Tue
Brisbane,2007,6,29,0,12.2,18.1,15.2,12.9,3300,22000,11432.7,9900,40000,14006.8,1.7,8,3.9,1006.5,1012.5,1009,Sat
Brisbane,2007,8,10,0,10,27.3,17.6,8.2,22000,22000,22000,9000,40000,12449,0,13.1,6.3,1016.8,1021.9,1018.7,Fri
Brisbane,2007,9,21,0,13,22.5,18,5.7,1110,22000,21555.5,9900,25000,13120.3,5,13,10.1,1014.7,1017.7,1016.3,Thu
Brisbane,2007,10,12,0,14,28.1,23,10.3,1500,22000,20780,9000,35000,12797.2,0.4,22,11.6,1000.9,1014.7,1007.5,Sat
Brisbane,2007,11,2,0,19,26.2,23.3,9.3,450,22000,12393.8,11265,25000,12720.8,18,20.7,19.4,1011.7,1015.3,1013.2,Sat
Brisbane,2008,1,25,0.3,20.9,28.3,24.5,6.7,600,22000,18760.8,11265,40000,14179.2,18,21,19.7,1012,1015.6,1013.6,Sat
Brisbane,2008,3,21,1,19,28,23.4,6.7,510,22000,21105.8,8000,25000,12682.3,17,20,18.8,1012.1,1017.5,1014.6,Sat
Brisbane,2008,5,30,15.9,17.6,20.1,19.2,6.2,510,7500,1433.8,2000,15000,9932.5,13,17.3,15.1,1021.1,1024.1,1022.5,Thu
Brisbane,2008,6,6,11.2,16.9,25,19.6,5.1,270,22000,13124.4,2000,25000,11016.4,13,17,15.5,1016.4,1020.4,1018.4,Thu
Brisbane,2008,8,15,0,5,22,14.2,9.8,22000,22000,22000,9900,50000,15750,0,8.1,3.2,1011.3,1015.9,1013.7,Sat
Brisbane,2008,9,12,0.5,13,23,18.7,8.7,1500,22000,20302.2,5000,40000,12885.6,12,16,14.6,1015.5,1021.4,1018.2,Sat
Brisbane,2009,1,16,0,22,30,26.3,10.3,1200,22000,19944.2,9900,25000,12027.1,18.8,22.5,21.2,1008.5,1013.5,1010.3,Sat
Brisbane,2009,1,23,28.4,22.9,30,25.7,8.2,270,22000,5531.8,3000,25000,12238.9,21.2,25,23.3,1009.2,1012.2,1010.4,Sat
Brisbane,2009,4,10,4.3,18,25,21.3,4.6,900,22000,8247.9,9000,25000,12463.9,16,19,17.5,1021.1,1024.1,1022.6,Thu
Brisbane,2009,8,7,0.3,10,22.3,15.8,6.2,22000,22000,22000,9900,40000,13004.3,9,14.1,11.3,1015.6,1021.1,1017.3,Fri
Brisbane,2009,9,11,0,10.4,25,17.3,5.7,22000,22000,22000,9900,50000,13247.9,0,9.7,6.5,1020,1026.4,1023,Fri
Brisbane,2009,10,2,0,20,28,22.8,9.3,22000,22000,22000,9900,25000,11517.2,13,18,15.8,1008.5,1015.2,1010.5,Sat
Brisbane,2010,1,22,0,21,29.4,25.3,7.2,750,22000,12640.2,11265,30000,13762.4,19,21,20,1012.9,1015.8,1014.3,Sat
Brisbane,2010,3,5,6,23.5,27.2,25.1,7.7,360,22000,1280,3000,15000,9613.6,20,23,21.5,1008.9,1011.9,1010.3,Thu
Brisbane,2010,5,7,0,10.9,25,16.8,6.2,2100,22000,18040,9900,30000,13743,4,11.3,8.9,1017,1020.1,1018.3,Thu
Brisbane,2010,12,3,11.8,20.6,24,22.8,6.7,270,4500,1608.4,1500,20000,10104.9,17,20,18.3,1010.9,1016.2,1013.1,Thu
Brisbane,2010,12,17,0,21,29,25.2,11.8,1800,7800,6285.7,9900,30000,12634.8,15,25,20.1,1003.2,1007.5,1005.6,Thu
Brisbane,2011,1,28,4.8,22,29,24.8,6.7,600,22000,10228.6,3000,30000,11178.8,18,22,20.1,1012.9,1017.6,1015,Sat
Brisbane,2011,2,4,0,25,30,27.3,8.2,570,22000,19325.6,9000,20000,12423.6,22,24,23,1014.9,1017.6,1016,Sat
Brisbane,2011,2,18,0,23.4,29,26.3,4.6,600,22000,20659.6,9000,25000,12411.4,20,23,21.8,1011.5,1014.5,1013.1,Sat
Brisbane,2011,5,20,0,13.9,23,17.8,5.7,780,22000,13459,6000,25000,12077.7,12.4,16,13.7,1023.5,1026.7,1024.8,Tue
Brisbane,2011,6,17,0,8,21,15.6,10.3,22000,22000,22000,9900,35000,13579.2,0,8.1,3.6,1009.2,1013.5,1011.4,Sat
Brisbane,2011,8,12,0,8,21.3,14.5,6.2,22000,22000,22000,9900,30000,13503.7,0,9,5.6,1013.8,1023.1,1018.2,Fri
Brisbane,2011,11,11,0,20,27,23.9,5.7,510,22000,18066.2,11265,30000,13054.2,16.6,21,19,1018.2,1020.7,1019.4,Thu
Brisbane,2011,12,9,20.8,18.9,26,21.7,5.1,360,22000,5297.3,2000,30000,11279.3,14.9,19,17.2,1009.9,1012.5,1011.3,Thu
Brisbane,2011,12,23,63,20.4,26.5,22.7,6.7,300,4800,1468.9,1500,20000,9580.3,18,22,20.2,1007.8,1010.8,1009.2,Thu
Brisbane,2012,4,6,0,15.9,26.1,21,5.7,1170,22000,20959.2,9900,35000,13847.5,14,16.1,14.9,1016.4,1019.6,1017.7,Thu
Brisbane,2012,5,25,36.5,9.3,19,14.6,7.2,300,3600,1536.6,3000,40000,10730.5,6,18,11.7,1015.4,1019.2,1017.6,Thu
Brisbane,2012,8,31,0,6.5,23,15.7,8.2,3600,5100,4292.3,9900,40000,13590.1,0,11.3,3,1014.5,1020.3,1017.2,Thu
Brisbane,2012,12,14,0,16,26.5,22.6,7.2,22000,22000,22000,9900,30000,14103.1,11.9,16,14.5,1012.2,1015.9,1013.7,Fri
Brisbane,1944,10,7,0,13.5,28,19.9,5.7,22000,22000,22000,8000,160000,141266.7,11.3,16.3,13.8,1020.7,1024,1022.3,Mon
Brisbane,1945,3,3,0,20.7,29.1,25,6.2,3600,22000,21233.3,160000,160000,160000,18,21.3,19.4,1012.2,1016.3,1013.8,Mon
Brisbane,1945,3,10,0,22.4,32.9,26.4,6.2,600,22000,6545,9600,160000,104800,20.2,25.7,22.4,1004.4,1013.9,1008.9,Mon
Brisbane,1945,6,9,0,16.3,20.2,17.3,5.7,540,3000,1851.2,4000,160000,46300,13,16.3,15.4,1014.2,1018.6,1016.4,Mon
Brisbane,1945,8,4,0,10.2,18.5,14.8,3.6,1050,22000,14537.5,9600,160000,135066.7,6.3,11.3,9.1,1016.3,1019.6,1018,Mon
Brisbane,1945,10,20,0,15.2,21.8,17.5,6.7,750,22000,3552.1,6400,19200,13600,11.9,15.2,14.3,1020,1023.4,1021.6,Thu
Brisbane,1949,6,25,0,6.7,17.8,11.3,3.1,?,?,?,16000,55000,24500,6.1,8.9,7.4,?,?,?,Sat
Brisbane,1949,10,1,17,15,20,17.4,1.5,?,?,?,19000,19000,19000,14.4,16.1,15.4,?,?,?,Tue
Brisbane,1949,10,15,2,20,23.3,21.8,7.7,?,?,?,16000,35000,25428.6,6.1,20,14.9,?,?,?,Thu
Brisbane,1950,1,7,0,22.2,29.4,26.3,9.3,?,?,?,19000,35000,30428.6,18.9,20.6,20.1,?,?,?,Sat
Brisbane,1950,3,25,0,22.2,27.2,24,3.1,?,?,?,16000,19000,17714.3,21.7,22.8,22.2,?,?,?,Sat
Brisbane,1950,4,1,0,20,26.7,23.4,7.2,?,?,?,19000,35000,23571.4,18.3,20.6,19.3,?,?,?,Sat
Brisbane,1950,5,20,0,16.1,20.6,17.8,5.1,?,?,?,19000,35000,23571.4,14.4,17.2,16.2,?,?,?,Thu
Brisbane,1950,5,27,0,11.7,24.4,17.6,6.2,?,?,?,19000,55000,38428.6,8.3,10.6,9.3,?,?,?,Sat
Brisbane,1950,6,17,0,13.9,20.6,17.1,7.2,?,?,?,19000,35000,28142.9,10.6,11.7,11.2,?,?,?,Thu
Brisbane,1950,6,24,0,12.8,19.4,15.6,4.1,?,?,?,9000,35000,26714.3,11.1,12.8,11.8,?,?,?,Thu
Brisbane,1950,8,12,1,12.8,19.4,15.7,5.1,?,?,?,19000,35000,21285.7,11.7,14.4,12.9,?,?,?,Thu
Brisbane,1950,8,26,0.5,10.6,20.6,15.6,6.2,?,?,?,35000,35000,35000,8.9,10.6,9.6,?,?,?,Sat
Brisbane,1950,10,7,0,21.1,25.6,22.8,7.7,?,?,?,19000,35000,25857.1,18.9,20.6,19.7,?,?,?,Sat
Brisbane,1950,10,14,0.3,16.7,22.2,19,8.2,?,?,?,19000,35000,25857.1,12.2,15,13.9,?,?,?,Sat
Brisbane,1950,12,2,28,20,26.1,22.9,10.3,?,?,?,16000,19000,18571.4,17.2,18.9,18.1,?,?,?,Sat
Brisbane,1950,12,30,0,20,26.7,23.5,7.2,?,?,?,19000,35000,30428.6,16.1,17.8,17,?,?,?,Sat
Brisbane,1951,5,5,4,13.3,22.2,18.2,6.2,?,?,?,24000,45000,37000,12.2,14.4,13.6,?,?,?,Sat
Brisbane,1951,5,19,14,13.9,21.7,17.4,6.2,?,?,?,16000,45000,28428.6,13.3,17.2,15,?,?,?,Sat
Brisbane,1952,4,12,0,18.9,26.1,22.5,6.2,?,?,?,24000,30000,24857.1,17.2,20,18.4,?,?,?,Sat
Brisbane,1952,5,31,0,17.8,23.9,20.1,9.3,?,?,?,40000,40000,40000,0.6,5.6,2.2,?,?,?,Sat
Brisbane,1952,6,14,94,17.2,19.4,18.2,8.2,?,?,?,1600,8000,4742.9,16.1,18.3,17.1,?,?,?,Tue
Brisbane,1952,11,15,0,21.7,27.2,24.3,12.3,?,?,?,24000,30000,27428.6,16.1,18.9,17.6,?,?,?,Sat
Brisbane,1952,11,22,0,21.1,27.8,24,6.2,?,?,?,24000,24000,24000,12.2,19.4,16.6,?,?,?,Sat
Brisbane,1953,1,3,0,19.4,27.8,24,7.2,?,?,?,40000,40000,40000,16.1,18.9,17.9,?,?,?,Sat
Brisbane,1953,1,10,0,20.6,27.8,24.2,8.7,?,?,?,24000,40000,30571.4,15,17.8,16.8,?,?,?,Sat
Brisbane,1953,1,24,30,21.7,24.4,22.8,5.1,?,?,?,11000,24000,20285.7,19.4,20.6,20,?,?,?,Thu
Brisbane,1953,2,21,119,20.6,22.2,21.4,9.3,?,?,?,1600,16000,6057.1,18.9,21.7,20,?,?,?,Mon
Brisbane,1953,8,1,0,10.6,22.8,16,5.1,?,?,?,8000,20000,18000,9.4,12.2,10.8,?,?,?,Thu
Brisbane,1953,10,17,0,16.7,26.1,21.4,7.2,?,?,?,20000,40000,37500,15,17.2,16,?,?,?,Sat
Brisbane,1953,11,28,0.5,23.3,30,26.1,6.2,?,?,?,12000,20000,15000,6.1,21.1,16.5,?,?,?,Thu
Brisbane,1954,1,23,0.3,21.7,27.8,24.5,6.2,?,?,?,16000,20000,19000,17.8,21.1,19.6,?,?,?,Thu
Brisbane,1954,3,13,0,22.2,29.4,25.3,6.2,?,?,?,20000,20000,20000,18.3,19.4,18.9,?,?,?,Sat
Brisbane,1955,4,2,0,19.4,28.9,23.4,4.6,?,?,?,24000,40000,33500,17.2,18.9,18.1,?,?,?,Sat
Brisbane,1955,4,30,60,20.6,22.2,21.4,5.1,?,?,?,1600,30000,19950,18.9,20.6,19.9,?,?,?,Thu
Brisbane,1955,5,7,0,11.7,21.7,16.3,4.1,?,?,?,40000,45000,44375,4.4,9.4,7.3,?,?,?,Sat
Brisbane,1955,5,14,0,16.1,27.2,20.5,4.1,?,?,?,30000,40000,36250,7.2,15.6,11.6,?,?,?,Sat
Brisbane,1955,6,4,0,11.1,20.6,15.4,6.2,?,?,?,40000,45000,40625,4.4,8.3,6.5,?,?,?,Sat
Brisbane,1955,10,15,0,16.7,28.3,22.7,2.1,?,?,?,16000,30000,23750,12.8,20,15.9,?,?,?,Sat
Brisbane,1955,12,17,28,21.1,26.1,22.9,4.1,?,?,?,24000,30000,25500,18.3,22.2,19.3,?,?,?,Sat
Brisbane,1955,12,24,0,20.6,28.9,23.9,6.2,?,?,?,30000,45000,35000,16.1,20.6,18.8,?,?,?,Sat
Brisbane,1956,4,14,0,18.9,28.9,23.5,4.1,?,?,?,16000,45000,34250,16.1,22.2,18.8,?,?,?,Sat
Brisbane,1956,8,25,0,7.2,20.6,13.9,8.2,?,?,?,45000,60000,52500,0.6,3.3,1.5,?,?,?,Sat
Brisbane,1956,11,10,0,20,25,22.5,8.7,?,?,?,30000,60000,50000,11.7,15,13.3,?,?,?,Sat
Brisbane,1957,1,12,0,19.4,28.3,23.7,7.7,?,?,?,40000,45000,42500,12.2,16.7,15.7,?,?,?,Sat
Brisbane,1957,2,2,0,20.6,28.3,24.6,4.1,?,?,?,30000,45000,38125,17.2,19.4,18.3,?,?,?,Sat
Brisbane,1957,2,23,0,20,28.3,23.8,4.1,?,?,?,30000,45000,42500,15.6,18.3,17,?,?,?,Sat
Brisbane,1957,4,27,0,18.9,25.6,22.3,2.1,?,?,?,8000,45000,36000,16.1,20,17.9,?,?,?,Sat
Brisbane,1957,6,22,3,15.6,18.3,16.5,7.2,?,?,?,60000,60000,60000,5.6,9.4,8.1,?,?,?,Sat
Brisbane,1957,6,29,0,16.7,21.7,19.3,3.6,?,?,?,40000,60000,48750,11.1,16.1,14.5,?,?,?,Sat
Brisbane,1960,2,6,21.3,20.6,28.9,25,5.7,?,?,?,8000,60000,36625,20,25,22.4,?,?,?,Sat
Brisbane,1960,3,26,0,16.1,25.6,21.1,6.2,?,?,?,40000,60000,43750,14.4,15.6,15.2,?,?,?,Sat
Brisbane,1960,5,21,0.6,9.4,23.9,16.7,7.7,?,?,?,55000,60000,59375,2.2,15.6,5.7,?,?,?,Sat
Brisbane,1960,6,18,0,8.3,20.6,13.9,3.1,?,?,?,30000,45000,41250,6.1,10.6,8.3,?,?,?,Sat
Brisbane,1960,11,5,0,14.4,26.1,20.2,4.6,?,?,?,12000,40000,25500,7.8,14.4,11.4,?,?,?,Thu
Brisbane,1961,3,25,0,18.9,27.2,23,5.1,?,?,?,30000,45000,40625,16.7,18.3,17.2,?,?,?,Sat
Brisbane,1961,6,24,0,7.8,19.4,12.4,5.1,?,?,?,45000,60000,53750,3.3,5,4.4,?,?,?,Sat
Brisbane,1961,7,1,0,8.3,20.6,14.4,4.1,?,?,?,35000,45000,41250,5,13.3,8.3,?,?,?,Sat
Brisbane,1961,8,12,2.5,13.3,20,16.1,5.1,?,?,?,30000,45000,38125,10.6,13.3,12.4,?,?,?,Sat
Brisbane,1962,1,20,4,20,30,25.8,5.1,?,?,?,35000,60000,51875,14.4,23.9,19.5,?,?,?,Sat
Brisbane,1962,2,24,0,20,28.3,24.2,4.6,?,?,?,30000,65000,44375,17.2,18.9,17.9,?,?,?,Sat
Brisbane,1962,3,24,6,18.9,26.1,22.2,4.6,?,?,?,30000,60000,43125,16.1,18.9,17.9,?,?,?,Sat
Brisbane,1962,6,16,0,9.4,22.8,15.1,4.6,?,?,?,12000,45000,36625,6.1,11.1,8,?,?,?,Sat
Brisbane,1962,9,29,0,10.6,23.3,17.4,5.1,?,?,?,30000,70000,45000,1.1,3.3,2.1,?,?,?,Sat
Brisbane,1962,10,20,28.5,17.8,25,20.7,10.3,?,?,?,400,40000,20775,17.2,19.4,18.3,?,?,?,Sat
Brisbane,1963,5,18,1,18.3,23.3,20.1,1,?,?,?,2400,40000,27050,16.7,18.3,18,?,?,?,Sat
Brisbane,1963,8,17,0,11.1,20.6,15.2,5.1,?,?,?,40000,45000,41250,9.4,11.7,10.8,?,?,?,Sat
Brisbane,1963,9,7,0,11.1,26.1,17.8,5.1,?,?,?,16000,30000,23500,2.8,10,6.3,?,?,?,Thu
Brisbane,1963,9,28,0.3,15.6,22.8,19.7,5.1,?,?,?,16000,40000,27000,15,16.7,16.1,?,?,?,Thu
Brisbane,1964,1,11,0,23.3,26.7,24.6,5.1,?,?,?,16000,30000,24625,18.9,22.2,20.1,?,?,?,Thu
Brisbane,1964,1,25,0,23.9,29.4,26.6,6.2,?,?,?,16000,40000,26125,20.6,22.2,21.5,?,?,?,Sat
Brisbane,1964,5,16,1.9,14.4,22.2,17.4,7.7,?,?,?,4800,40000,25850,12.2,16.1,14,?,?,?,Thu
Brisbane,1964,8,15,2.5,7.2,15,12.6,6.2,?,?,?,8000,40000,25625,6.1,12.2,9.2,?,?,?,Thu
Brisbane,1964,9,26,12.1,16.1,23.9,19.2,9.3,?,?,?,11000,27000,19625,12.8,16.1,14.8,?,?,?,Sat
Brisbane,1965,1,9,0,18.3,26.7,22.7,6.2,?,?,?,45000,60000,46875,14.4,17.2,16,?,?,?,Sat
Brisbane,1965,4,3,0,19.4,26.7,23.1,3.6,?,?,?,24000,40000,28250,17.2,18.9,18.1,?,?,?,Sat
Brisbane,1965,5,8,5.5,15.6,25,19.7,7.2,?,?,?,30000,40000,38750,13.9,17.2,15.8,?,?,?,Sat
Brisbane,1965,5,22,0,13.3,24.4,17.7,5.1,?,?,?,12000,40000,27750,11.7,15,13.3,?,?,?,Thu
Brisbane,1965,10,23,0,16.1,24.4,20.4,3.6,?,?,?,40000,55000,51250,12.8,15.6,14,?,?,?,Sat
Brisbane,1965,12,18,3,18.9,26.7,22.1,8.2,?,?,?,24000,45000,39250,12.8,18.3,15.7,?,?,?,Sat
Brisbane,1966,1,1,0,21.7,27.8,24,7.7,?,?,?,24000,45000,31000,15.6,18.3,16.8,?,?,?,Sat
Brisbane,1966,4,9,0,17.8,26.1,21.2,6.7,?,?,?,16000,30000,25375,12.2,14.4,13.3,?,?,?,Thu
Brisbane,1966,5,7,3.1,15.6,22.8,18.8,3.6,?,?,?,24000,60000,39750,12.2,15.6,14.7,?,?,?,Sat
Brisbane,1966,5,14,0,13.9,23.9,17.9,2.6,?,?,?,19000,45000,34750,11.7,16.7,13.4,?,?,?,Sat
Brisbane,1966,11,26,0,20.6,27.2,24.2,6.2,?,?,?,30000,40000,35000,17.8,21.1,19.4,?,?,?,Sat
Brisbane,1967,1,21,0,22.2,28.9,25.8,4.6,?,?,?,30000,60000,46250,19.4,21.7,20.6,?,?,?,Sat
Brisbane,1967,1,28,28.3,23.9,29.4,25.5,10.3,?,?,?,3200,30000,11900,21.7,23.9,22.9,?,?,?,Sat
Brisbane,1967,2,25,0,19.4,28.3,24,4.1,?,?,?,27000,40000,37125,17.8,19.4,18.4,?,?,?,Sat
Brisbane,1967,4,8,0.6,18.3,25,20.8,2.6,?,?,?,27000,35000,32375,16.7,18.3,17.1,?,?,?,Sat
Brisbane,1967,4,15,3.8,17.2,21.7,19.2,1.5,?,?,?,19000,35000,29125,15,17.2,16,?,?,?,Sat
Brisbane,1967,8,19,0,14.4,20,16.7,2.1,?,?,?,30000,40000,37500,12.8,15,13.9,?,?,?,Sat
Brisbane,1967,11,18,0,21.1,26.7,23.7,6.2,?,?,?,17000,40000,27750,15.6,20.6,18.7,?,?,?,Sat
Brisbane,1967,12,9,17,17.8,22.2,19.8,6.2,?,?,?,11000,45000,29750,15,17.2,16.2,?,?,?,Thu
Brisbane,1968,1,6,3.6,21.7,25,23.3,3.1,?,?,?,4800,45000,29600,20.6,22.8,21.2,?,?,?,Sat
Brisbane,1968,5,4,0,13.3,24.4,18.8,4.1,?,?,?,24000,45000,39875,10.6,13.3,12.2,?,?,?,Sat
Brisbane,1968,6,8,0,12.8,21.1,16,3.6,?,?,?,30000,40000,31250,7.8,9.4,8.8,?,?,?,Sat
Brisbane,1968,7,20,0,8.9,15,12.2,5.1,?,?,?,30000,45000,35625,5.6,8.3,6.7,?,?,?,Sat
Brisbane,1968,9,7,3,13.3,23.3,17.6,5.7,?,?,?,24000,70000,41750,3.3,14.4,9.4,?,?,?,Sat
Brisbane,1969,3,22,0.9,18.9,26.7,21.7,8.7,?,?,?,28000,40000,32000,15.6,17.8,16.4,?,?,?,Sat
Brisbane,1969,12,13,0,23.9,29.4,26.5,9.3,?,?,?,30000,40000,33750,20,22.2,20.7,?,?,?,Sat
Brisbane,1973,4,14,0,17,25,21.4,6.1,1200,22000,17840,30000,40000,32000,13,15,14.2,1019,1021,1020,Sat
Brisbane,1973,10,20,0,20,28,23.8,7.2,1200,22000,12000,24000,65000,40666.7,8,21,15,1011.7,1017.3,1013.9,Sat
Brisbane,1973,12,15,0,20,28,24.6,3.6,750,22000,18458.3,30000,40000,35000,16,18,17.6,1012.7,1014.6,1013.5,Sat
Brisbane,1974,2,9,0,20,27,23.3,9.3,1200,22000,4766.7,24000,30000,29000,16,17,16.8,1014.8,1017.9,1016.3,Sat
Brisbane,1974,2,16,0,23,27,24.2,6.2,120,3600,2268,8000,24000,19200,13,23,20.8,1014.5,1017.6,1016.1,Thu
Brisbane,1974,4,27,0,19,21,19.6,2.1,210,3600,1566,4500,30000,15300,19,19,19,1014.6,1017.4,1016.4,Thu
Brisbane,1974,5,11,0,16,22,18.5,4.1,750,22000,12325,24000,40000,27666.7,15,17,16.5,1021.6,1023.9,1022.5,Sat
Brisbane,1974,6,1,?,14,19,16,2.6,3600,22000,8200,20000,30000,24500,13,15,14,1013.1,1014.1,1013.6,Tue
Brisbane,1974,10,26,0,18,26,21,6.2,3600,22000,12040,16000,30000,26000,15,16,15.6,1014.7,1019.9,1017.6,Sat
Brisbane,1975,6,28,0,8,20,14,2.6,22000,22000,22000,30000,40000,33333.3,5,8,7,1017.6,1023.3,1020.4,Sat
Brisbane,1976,1,10,0,21,31,24.7,7.2,750,22000,9430,24000,45000,36500,15,21,18,1008.1,1013.8,1011.8,Sat
Brisbane,1976,3,20,0,25,30,26.7,4.1,420,9000,4044,1600,45000,20100,22,25,23.7,1006.7,1009.5,1007.8,Thu
Brisbane,1976,3,27,0,20,27,23,4.1,1200,22000,16366.7,20000,50000,34833.3,19,22,20,1007.9,1012,1010,Sat
Brisbane,1976,4,17,0,18,25,20.4,7.7,1200,22000,11600,40000,45000,40833.3,15,17,15.8,1016.2,1018.4,1017.3,Sat
Brisbane,1976,7,3,0,9,21,14.3,3.1,22000,22000,22000,16000,50000,36666.7,7,12,9.7,1016.1,1019.2,1018,Sat
Brisbane,1976,10,30,0,20,25,22,6.2,1200,22000,11080,15000,40000,33000,16,19,17.4,1010.2,1013.1,1011.8,Sat
Brisbane,1976,11,13,11,20,29,23.5,3.6,420,22000,10103.3,12000,24000,18666.7,18,21,19.5,1008.4,1013.2,1010.9,Sat
Brisbane,1976,12,18,0,18,26,22.7,5.1,22000,22000,22000,30000,40000,33333.3,13,15,13.3,1010.3,1011.7,1011.2,Fri
Brisbane,1977,2,5,0,21,30,25.3,7.7,22000,22000,22000,25000,30000,29166.7,17,19,17.8,1012,1013.8,1013,Fri
Brisbane,1977,2,26,0,22,32,26,2.6,3600,22000,9733.3,20000,30000,28333.3,20,23,21.5,1002.8,1008.8,1005.9,Sat
Brisbane,1977,4,9,0,17,25,21.7,5.1,1500,22000,18583.3,40000,50000,43333.3,8,13,11.2,1014.2,1020.9,1017.4,Sat
Brisbane,1977,5,14,0,19,23,20.8,2.6,3600,3600,3600,16000,30000,21500,18,20,18.8,1015,1017.7,1016.4,Thu
Brisbane,1977,6,25,0,9,21,14.5,6.7,22000,22000,22000,30000,60000,51666.7,3,10,5.5,1014.5,1017.4,1016.3,Sat
Brisbane,1977,8,13,0,7,28,15.8,7.2,22000,22000,22000,30000,65000,56666.7,0,4,1.7,1016.4,1023.9,1019.7,Sat
Brisbane,1978,8,5,?,16,21,17.8,6.2,120,3600,1140,3000,40000,21333.3,12,16,13.8,1018.8,1023.4,1020.9,Thu
Brisbane,1978,9,16,0,11,22,16.2,4.6,22000,22000,22000,15000,50000,32500,7,11,9.7,1018.9,1020.8,1019.9,Sat
Brisbane,1979,1,13,2,24,30,26.7,4.1,420,22000,18403.3,20000,40000,34285.7,17,22,19,1010.4,1013.7,1012.1,Sat
Brisbane,1979,3,10,0,21,28,24.2,6.2,3600,22000,10266.7,40000,40000,40000,15,17,15.7,1011.9,1016,1014,Sat
Brisbane,1979,6,9,0,13,23,17.8,5.1,22000,22000,22000,35000,40000,36000,12,13,12.4,1017.4,1022.2,1019.7,Fri
Brisbane,1979,8,4,0,9,20,13.7,4.6,22000,22000,22000,40000,50000,43333.3,2,7,4.8,1018,1022.3,1020.2,Sat
Brisbane,1979,8,11,0,10,20,14.6,11.3,3600,22000,18320,40000,40000,40000,0,2,1,1013.2,1016.5,1015.4,Sat
